run,method,seed,query_set,task,subset,ndcg_at_10
Q4B-LORA-InfoNCE-Seed3407-s3407,Q4B-LORA-InfoNCE,3407,gpt_reasoning,BrightRetrieval,economics,0.5134
Q4B-LORA-InfoNCE-Seed3407-s3407,Q4B-LORA-InfoNCE,3407,gpt_reasoning,BrightRetrieval,psychology,0.5536
Q4B-LORA-InfoNCE-Seed3407-s3407,Q4B-LORA-InfoNCE,3407,gpt_reasoning,BrightRetrieval,robotics,0.3899
Q4B-LORA-InfoNCE-Seed3407-s3407,Q4B-LORA-InfoNCE,3407,gpt_reasoning,BrightRetrieval,stackoverflow,0.4011
Q4B-LORA-InfoNCE-Seed3407-s3407,Q4B-LORA-InfoNCE,3407,gpt_reasoning,BrightRetrieval,sustainable_living,0.5251
Q4B-LORA-InfoNCE-Seed3407-s3407,Q4B-LORA-InfoNCE,3407,gpt_reasoning,BrightRetrieval,pony,0.0730
Q4B-LORA-InfoNCE-Seed3407-s3407,Q4B-LORA-InfoNCE,3407,gpt_reasoning,BrightRetrieval,leetcode,0.1498
Q4B-LORA-InfoNCE-Seed3407-s3407,Q4B-LORA-InfoNCE,3407,gpt_reasoning,BrightRetrieval,aops,0.0994
Q4B-LORA-InfoNCE-Seed3407-s3407,Q4B-LORA-InfoNCE,3407,gpt_reasoning,BrightRetrieval,theoremqa_theorems,0.6379
Q4B-LORA-InfoNCE-Seed3407-s3407,Q4B-LORA-InfoNCE,3407,gpt_reasoning,BrightRetrieval,theoremqa_questions,0.2928
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,original,BrightRetrieval,biology,0.4753
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,original,BrightRetrieval,earth_science,0.4692
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,original,BrightRetrieval,economics,0.3258
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,original,BrightRetrieval,psychology,0.4311
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,original,BrightRetrieval,robotics,0.2711
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,original,BrightRetrieval,stackoverflow,0.3557
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,original,BrightRetrieval,sustainable_living,0.3554
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,original,BrightRetrieval,pony,0.0697
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,original,BrightRetrieval,leetcode,0.1531
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,original,BrightRetrieval,aops,0.0397
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,original,BrightRetrieval,theoremqa_theorems,0.4411
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,original,BrightRetrieval,theoremqa_questions,0.2335
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,gpt_reasoning,BrightRetrieval,biology,0.6321
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,gpt_reasoning,BrightRetrieval,earth_science,0.5594
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,gpt_reasoning,BrightRetrieval,economics,0.4970
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,gpt_reasoning,BrightRetrieval,psychology,0.5463
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,gpt_reasoning,BrightRetrieval,robotics,0.3698
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,gpt_reasoning,BrightRetrieval,stackoverflow,0.4107
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,gpt_reasoning,BrightRetrieval,sustainable_living,0.5030
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,gpt_reasoning,BrightRetrieval,pony,0.0697
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,gpt_reasoning,BrightRetrieval,leetcode,0.1531
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,gpt_reasoning,BrightRetrieval,aops,0.0951
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,gpt_reasoning,BrightRetrieval,theoremqa_theorems,0.6578
Q4B-LORA-InfoNCE-s42,Q4B-LORA-InfoNCE,42,gpt_reasoning,BrightRetrieval,theoremqa_questions,0.2929
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,original,BrightRetrieval,biology,0.3200
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,original,BrightRetrieval,earth_science,0.3646
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,original,BrightRetrieval,economics,0.2803
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,original,BrightRetrieval,psychology,0.3534
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,original,BrightRetrieval,robotics,0.1880
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,original,BrightRetrieval,stackoverflow,0.2678
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,original,BrightRetrieval,sustainable_living,0.2999
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,original,BrightRetrieval,pony,0.0344
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,original,BrightRetrieval,leetcode,0.1869
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,original,BrightRetrieval,aops,0.0379
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,original,BrightRetrieval,theoremqa_theorems,0.4122
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,original,BrightRetrieval,theoremqa_questions,0.2366
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,gpt_reasoning,BrightRetrieval,biology,0.4483
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,gpt_reasoning,BrightRetrieval,earth_science,0.4640
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,gpt_reasoning,BrightRetrieval,economics,0.4353
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,gpt_reasoning,BrightRetrieval,psychology,0.4989
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,gpt_reasoning,BrightRetrieval,robotics,0.2827
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,gpt_reasoning,BrightRetrieval,stackoverflow,0.3144
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,gpt_reasoning,BrightRetrieval,sustainable_living,0.4870
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,gpt_reasoning,BrightRetrieval,pony,0.0344
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,gpt_reasoning,BrightRetrieval,leetcode,0.1869
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,gpt_reasoning,BrightRetrieval,aops,0.0676
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,gpt_reasoning,BrightRetrieval,theoremqa_theorems,0.6753
Q4B-LORA-LambdaLoss-Seed2026-s2026,Q4B-LORA-LambdaLoss,2026,gpt_reasoning,BrightRetrieval,theoremqa_questions,0.2808
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,original,BrightRetrieval,biology,0.3196
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,original,BrightRetrieval,earth_science,0.3422
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,original,BrightRetrieval,economics,0.2698
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,original,BrightRetrieval,psychology,0.3609
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,original,BrightRetrieval,robotics,0.2104
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,original,BrightRetrieval,stackoverflow,0.2690
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,original,BrightRetrieval,sustainable_living,0.3110
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,original,BrightRetrieval,pony,0.0335
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,original,BrightRetrieval,leetcode,0.1779
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,original,BrightRetrieval,aops,0.0346
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,original,BrightRetrieval,theoremqa_theorems,0.4134
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,original,BrightRetrieval,theoremqa_questions,0.2286
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,gpt_reasoning,BrightRetrieval,biology,0.4412
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,gpt_reasoning,BrightRetrieval,earth_science,0.4502
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,gpt_reasoning,BrightRetrieval,economics,0.4206
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,gpt_reasoning,BrightRetrieval,psychology,0.4970
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,gpt_reasoning,BrightRetrieval,robotics,0.2992
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,gpt_reasoning,BrightRetrieval,stackoverflow,0.3098
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,gpt_reasoning,BrightRetrieval,sustainable_living,0.4899
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,gpt_reasoning,BrightRetrieval,pony,0.0335
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,gpt_reasoning,BrightRetrieval,leetcode,0.1779
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,gpt_reasoning,BrightRetrieval,aops,0.0663
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,gpt_reasoning,BrightRetrieval,theoremqa_theorems,0.6697
Q4B-LORA-LambdaLoss-Seed3407-s3407,Q4B-LORA-LambdaLoss,3407,gpt_reasoning,BrightRetrieval,theoremqa_questions,0.2755
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,original,BrightRetrieval,biology,0.3282
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,original,BrightRetrieval,earth_science,0.3581
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,original,BrightRetrieval,economics,0.2762
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,original,BrightRetrieval,psychology,0.3655
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,original,BrightRetrieval,robotics,0.1973
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,original,BrightRetrieval,stackoverflow,0.2746
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,original,BrightRetrieval,sustainable_living,0.3133
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,original,BrightRetrieval,pony,0.0416
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,original,BrightRetrieval,leetcode,0.1904
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,original,BrightRetrieval,aops,0.0411
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,original,BrightRetrieval,theoremqa_theorems,0.4332
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,original,BrightRetrieval,theoremqa_questions,0.2329
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,gpt_reasoning,BrightRetrieval,biology,0.4693
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,gpt_reasoning,BrightRetrieval,earth_science,0.4676
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,gpt_reasoning,BrightRetrieval,economics,0.4509
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,gpt_reasoning,BrightRetrieval,psychology,0.5059
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,gpt_reasoning,BrightRetrieval,robotics,0.3110
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,gpt_reasoning,BrightRetrieval,stackoverflow,0.3143
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,gpt_reasoning,BrightRetrieval,sustainable_living,0.5018
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,gpt_reasoning,BrightRetrieval,pony,0.0416
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,gpt_reasoning,BrightRetrieval,leetcode,0.1904
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,gpt_reasoning,BrightRetrieval,aops,0.0711
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,gpt_reasoning,BrightRetrieval,theoremqa_theorems,0.7068
Q4B-LORA-LambdaLoss-s42,Q4B-LORA-LambdaLoss,42,gpt_reasoning,BrightRetrieval,theoremqa_questions,0.2737
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,original,BrightRetrieval,biology,0.4805
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,original,BrightRetrieval,earth_science,0.4969
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,original,BrightRetrieval,economics,0.3221
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,original,BrightRetrieval,psychology,0.4553
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,original,BrightRetrieval,robotics,0.2522
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,original,BrightRetrieval,stackoverflow,0.3365
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,original,BrightRetrieval,sustainable_living,0.3303
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,original,BrightRetrieval,pony,0.1185
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,original,BrightRetrieval,leetcode,0.1416
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,original,BrightRetrieval,aops,0.0367
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,original,BrightRetrieval,theoremqa_theorems,0.4677
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,original,BrightRetrieval,theoremqa_questions,0.2008
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,gpt_reasoning,BrightRetrieval,biology,0.6139
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,gpt_reasoning,BrightRetrieval,earth_science,0.5895
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,gpt_reasoning,BrightRetrieval,economics,0.4926
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,gpt_reasoning,BrightRetrieval,psychology,0.5818
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,gpt_reasoning,BrightRetrieval,robotics,0.3666
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,gpt_reasoning,BrightRetrieval,stackoverflow,0.3761
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,gpt_reasoning,BrightRetrieval,sustainable_living,0.4993
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,gpt_reasoning,BrightRetrieval,pony,0.1185
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,gpt_reasoning,BrightRetrieval,leetcode,0.1416
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,gpt_reasoning,BrightRetrieval,aops,0.0695
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,gpt_reasoning,BrightRetrieval,theoremqa_theorems,0.6484
Q4B-LORA-RELER-K0-Seed2026-s2026,Q4B-LORA-RELER-K0,2026,gpt_reasoning,BrightRetrieval,theoremqa_questions,0.2528
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,original,BrightRetrieval,biology,0.5146
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,original,BrightRetrieval,earth_science,0.5179
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,original,BrightRetrieval,economics,0.3297
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,original,BrightRetrieval,psychology,0.4427
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,original,BrightRetrieval,robotics,0.2758
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,original,BrightRetrieval,stackoverflow,0.3364
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,original,BrightRetrieval,sustainable_living,0.3488
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,original,BrightRetrieval,pony,0.1127
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,original,BrightRetrieval,leetcode,0.1305
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,original,BrightRetrieval,aops,0.0398
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,original,BrightRetrieval,theoremqa_theorems,0.4664
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,original,BrightRetrieval,theoremqa_questions,0.2114
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,gpt_reasoning,BrightRetrieval,biology,0.6616
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,gpt_reasoning,BrightRetrieval,earth_science,0.5941
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,gpt_reasoning,BrightRetrieval,economics,0.4845
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,gpt_reasoning,BrightRetrieval,psychology,0.5747
Q4B-LORA-RELER-K0-Seed3407-s3407,Q4B-LORA-RELER-K0,3407,gpt_reasoning,BrightRetrieval,robotics,0.3804
